n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
4,1,4,6,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,4,4,6,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,2,8,8,8,8,8,2,8,1,1,1,3,3,3,3,3,1,3,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,1,4,6,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,4,6,6,NaN,NaN,NaN,NaN,NaN,2,2,2,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,2,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,2,8,2,8,2,8,1,2,1,1,2,1,2,1,2,1,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,1,4,6,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,6,6,6,NaN,NaN,NaN,NaN,NaN,1,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,8,8,2,8,8,8,2,8,2,1,3,3,1,3,3,3,1,3,1,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,1,4,6,3,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,4,6,6,NaN,NaN,NaN,NaN,NaN,3,1,3,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,2,2,8,2,8,8,2,8,2,1,3,3,1,3,1,1,3,1,3,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,1,4,6,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,4,6,NaN,NaN,NaN,NaN,NaN,1,1,3,1,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,2,3,1,1,1,1,0,0,0,0,0,0,8,8,2,8,2,8,2,8,8,2,3,3,2,3,2,3,2,3,3,2,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,1,4,6,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,6,6,NaN,NaN,NaN,NaN,NaN,3,3,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,1,2,1,1,1,1,0,0,0,0,0,0,2,2,8,2,2,8,2,8,8,8,1,1,2,1,1,2,1,2,2,2,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,1,4,6,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,6,6,NaN,NaN,NaN,NaN,NaN,2,1,1,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,1
4,6,2,8,2,3,1,1,1,1,0,0,0,0,0,0,8,2,2,8,8,8,8,8,8,8,3,2,2,3,3,3,3,3,3,3,100,100,Game1,20200921,122216,0,92120,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092120,227,20200921,122216,21-Sep-2020 12:22:16,ee_alterhb,2
4,6,4,6,3,2,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,6,4,6,4,4,3,3,3,3,3,2,3,2,3,3,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,1,2,8,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,2,2,8,NaN,NaN,NaN,NaN,NaN,2,1,1,1,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,4,4,4,6,6,6,6,6,3,3,1,1,1,3,3,3,3,3,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,1,2,8,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,2,NaN,NaN,NaN,NaN,NaN,3,3,3,3,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,4,6,6,6,6,4,6,6,3,3,1,3,3,3,3,1,3,3,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,1,2,8,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,2,NaN,NaN,NaN,NaN,NaN,2,2,2,2,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,2
4,6,4,6,2,3,1,1,1,1,0,0,0,0,0,0,6,6,4,6,6,4,6,6,6,6,3,3,2,3,3,2,3,3,3,3,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,1,2,8,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,8,8,2,NaN,NaN,NaN,NaN,NaN,3,1,3,3,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,2
4,6,4,6,3,2,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,4,3,3,2,2,2,2,2,2,2,3,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,1,2,8,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,8,2,NaN,NaN,NaN,NaN,NaN,3,3,2,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,6,1,1,3,3,3,3,3,3,3,3,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,1,2,8,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,2,3,3,3,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,2
4,6,4,6,3,2,1,1,1,1,0,0,0,0,0,0,4,4,4,6,6,6,6,6,6,6,3,3,3,2,2,2,2,2,2,2,100,100,Game1,20200922,120622,0,92220,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092220,216,20200922,120622,22-Sep-2020 12:06:22,ee_alterhb,1
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,4,6,6,6,6,4,3,3,1,1,3,1,1,1,1,3,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,2,3,3,3,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,2,3,1,1,1,1,0,0,0,0,0,0,6,4,6,6,6,6,6,6,6,6,3,2,3,3,3,3,3,3,3,3,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,2,2,2,2,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,2,3,1,1,1,1,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,8,2,8,NaN,NaN,NaN,NaN,NaN,1,2,2,1,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,2,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,6,6,6,6,6,6,1,1,1,2,1,1,1,1,1,1,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,2,NaN,NaN,NaN,NaN,NaN,1,1,1,1,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,4,4,4,6,6,6,6,6,6,1,3,3,3,1,1,1,1,1,1,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,8,NaN,NaN,NaN,NaN,NaN,1,1,1,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,3,2,1,1,1,1,0,0,0,0,0,0,4,4,6,4,6,6,4,6,6,4,3,3,2,3,2,2,3,2,2,3,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,2,8,NaN,NaN,NaN,NaN,NaN,3,3,2,3,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,6,6,6,4,4,6,3,3,3,3,1,1,1,3,3,1,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,2,8,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,2,2,2,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,2
4,6,4,6,1,2,1,1,1,1,0,0,0,0,0,0,6,4,6,6,6,6,6,4,6,6,2,1,2,2,2,2,2,1,2,2,100,100,Game1,20200923,123715,0,92320,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092320,248,20200923,123715,23-Sep-2020 12:37:15,ee_alterhb,1
4,1,4,6,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,6,4,NaN,NaN,NaN,NaN,NaN,3,3,2,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,3,2,1,1,1,1,0,0,0,0,0,0,8,8,8,2,8,8,8,8,8,8,2,2,2,3,2,2,2,2,2,2,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,1,4,6,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,4,6,NaN,NaN,NaN,NaN,NaN,2,2,1,2,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,1,2,1,1,1,1,0,0,0,0,0,0,2,2,2,2,8,8,8,8,8,8,1,1,1,1,2,2,2,2,2,2,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,1,4,6,3,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,4,6,NaN,NaN,NaN,NaN,NaN,1,3,3,3,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,2,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,8,2,8,2,8,2,2,1,1,1,1,2,1,2,1,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,1,4,6,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,4,4,6,NaN,NaN,NaN,NaN,NaN,2,1,2,2,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,2,3,1,1,1,1,0,0,0,0,0,0,2,8,2,8,8,8,8,8,8,2,2,3,2,3,3,3,3,3,3,2,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,1,4,6,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,4,6,NaN,NaN,NaN,NaN,NaN,1,1,3,1,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,3,2,1,1,1,1,0,0,0,0,0,0,2,8,8,2,8,8,8,8,8,8,3,2,2,3,2,2,2,2,2,2,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,1,4,6,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,8,2,8,8,8,8,8,8,1,1,3,1,3,3,3,3,3,3,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,1,4,6,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,6,6,6,NaN,NaN,NaN,NaN,NaN,3,2,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,1
4,6,2,8,2,3,1,1,1,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,100,100,Game1,20200924,102145,0,92420,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092420,230,20200924,102145,24-Sep-2020 10:21:45,ee_alterhb,2
4,6,4,6,3,2,1,1,1,1,0,0,0,0,0,0,6,6,4,4,4,4,4,6,4,4,2,2,3,3,3,3,3,2,3,3,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,1,2,8,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,8,8,2,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,2
4,6,4,6,2,3,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,4,6,4,6,3,2,3,2,2,3,2,3,2,3,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,1,2,8,3,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,8,NaN,NaN,NaN,NaN,NaN,3,3,3,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,2
4,6,4,6,2,1,1,1,1,1,0,0,0,0,0,0,6,6,4,4,6,6,6,6,6,6,1,1,2,2,1,1,1,1,1,1,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,1,2,8,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,2,8,NaN,NaN,NaN,NaN,NaN,2,2,3,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,2
4,6,4,6,2,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,6,6,6,4,6,1,1,1,2,2,1,1,1,2,1,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,1,2,8,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,2,2,8,NaN,NaN,NaN,NaN,NaN,2,3,2,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,4,4,4,6,6,6,4,6,3,3,1,1,1,3,3,3,1,3,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,1,2,8,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,2,8,NaN,NaN,NaN,NaN,NaN,2,2,3,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,2
4,6,4,6,2,3,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,4,6,6,3,2,3,2,3,2,3,2,3,3,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,1,2,8,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,2,2,8,NaN,NaN,NaN,NaN,NaN,3,3,1,1,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,2
4,6,4,6,2,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,4,6,4,4,6,6,2,2,1,1,2,1,2,2,1,1,100,100,Game1,20200925,110125,0,92520,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520,216,20200925,110125,25-Sep-2020 11:01:25,ee_alterhb,1
4,6,4,6,2,3,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,6,6,4,4,4,3,2,2,3,2,3,3,2,2,2,100,100,Game1,20200928,132816,0,92820,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092820,216,20200928,132816,28-Sep-2020 13:28:16,ee_alterhb,1
